CustomerName                                                                                         Sales_2014M1                            Sales_2014M2                            Sales_2014M3                            Sales_2014M4                            Sales_2014M5                            Sales_2014M6                            Sales_2014M7                            Sales_2014M8                            Sales_2014M9                            Sales_2014M10                           Sales_2014M11                           Sales_2014M12
Tailspin Toys (North Ridge, NY)                                                                      3740.75                                 4373.00                                 5058.00                                 5609.00                                 4170.00                                 208.00                                  5988.00                                 12503.50                                15481.40                                4233.25                                 17333.60                                13199.00
Tailspin Toys (Olivette, MO)                                                                         2564.00                                 3889.00                                 19088.00                                4272.00                                 6386.00                                 12047.60                                2388.00                                 5326.00                                 5077.55                                 6285.20                                 4974.60                                 880.00
Tailspin Toys (Optimo, NM)                                                                           5026.00                                 4766.00                                 33356.00                                20934.35                                5382.20                                 7600.40                                 10223.95                                7469.00                                 11752.00                                2463.50                                 1713.65                                 5572.00
Tailspin Toys (Orchard Hill, GA)                                                                     2835.00                                 11820.00                                1275.00                                 13999.80                                5976.15                                 2947.50                                 11391.00                                3674.00                                 3722.25                                 26787.20                                3917.80                                 3157.80
Tailspin Toys (Oriole Beach, FL)                                                                     3831.00                                 8118.20                                 5045.25                                 532.50                                  463.00                                  1332.25                                 4706.20                                 2962.00                                 192.00                                  2860.00                                 7347.30                                 1240.00
Tailspin Toys (Orrtanna, PA)                                                                         13246.80                                5498.40                                 1322.00                                 10226.00                                11041.20                                7944.00                                 8742.75                                 4928.00                                 3268.40                                 501.75                                  3353.00                                 5012.00
Tailspin Toys (Ortley Beach, NJ)                                                                     13197.30                                2364.00                                 7357.00                                 1488.50                                 23023.10                                8242.00                                 2802.40                                 6185.60                                 7870.00                                 8236.20                                 631.80                                  5280.20
Tailspin Toys (Page City, KS)                                                                        1007.40                                 7948.80                                 4005.20                                 2648.80                                 5920.00                                 12197.80                                7685.00                                 3920.00                                 2439.00                                 5464.50                                 0.00                                    4350.00
Tailspin Toys (Panaca, NV)                                                                           1845.00                                 0.00                                    2100.00                                 9589.10                                 6319.80                                 1065.00                                 7301.20                                 2119.75                                 448.50                                  3529.00                                 2299.00                                 1756.00
Tailspin Toys (Peeples Valley, AZ)                                                                   4409.00                                 2063.20                                 5991.40                                 1605.40                                 4495.00                                 8317.00                                 13104.60                                21271.60                                7804.00                                 13435.00                                12355.60                                3749.00
Tailspin Toys (Placer, OR)                                                                           16091.15                                0.00                                    10324.60                                414.00                                  836.40                                  15781.00                                1239.00                                 4551.00                                 1649.00                                 1846.60                                 24193.00                                5102.50
Tailspin Toys (Point Roberts, WA)                                                                    1459.00                                 6644.95                                 18913.00                                4075.10                                 6693.90                                 6461.00                                 760.00                                  3038.00                                 17013.55                                13352.00                                2597.00                                 3338.20
Tailspin Toys (Premont, TX)                                                                          5277.35                                 11010.20                                9540.00                                 0.00                                    0.00                                    16560.70                                3707.00                                 13776.00                                12634.35                                1146.00                                 7462.80                                 0.00
Tailspin Toys (Rafael Capó, PR)                                                                      5081.00                                 1792.60                                 491.00                                  9918.00                                 12846.00                                2341.80                                 12163.00                                2245.00                                 5754.10                                 3332.60                                 0.00                                    5678.80
Tailspin Toys (Railroad, PA)                                                                         7818.00                                 5875.40                                 429.00                                  10798.90                                4945.00                                 4355.20                                 10940.80                                612.50                                  9419.00                                 4532.00                                 0.00                                    9613.00
Tailspin Toys (Rockwall, TX)                                                                         8550.00                                 3899.00                                 0.00                                    4378.80                                 3333.60                                 16775.70                                16646.75                                3819.00                                 2939.00                                 9669.40                                 1724.00                                 6298.00
Tailspin Toys (Roe Park, NY)                                                                         0.00                                    0.00                                    0.00                                    3542.00                                 22320.20                                25369.80                                21043.00                                10605.80                                3706.05                                 10786.90                                3521.50                                 3038.20
Tailspin Toys (Rothsville, PA)                                                                       6453.50                                 5585.00                                 17815.60                                2210.75                                 12277.20                                356.00                                  5068.00                                 11078.55                                1092.20                                 17505.00                                913.00                                  11235.00
Tailspin Toys (Royal City, WA)                                                                       3332.45                                 2913.80                                 18457.20                                1083.00                                 2812.75                                 3072.00                                 3269.00                                 1440.00                                 2759.10                                 5185.50                                 9901.50                                 1500.00
Tailspin Toys (Saint Louis Park, MN)                                                                 0.00                                    1907.00                                 9609.00                                 12777.75                                4354.00                                 2486.00                                 11028.50                                2311.00                                 8907.80                                 4828.10                                 4915.60                                 6854.80
Tailspin Toys (Saks, AL)                                                                             6221.00                                 807.00                                  2369.50                                 8341.20                                 9870.55                                 13176.45                                22634.40                                8135.80                                 24750.35                                6616.60                                 3836.00                                 4464.00
Tailspin Toys (Sallyards, KS)                                                                        6254.00                                 285.00                                  0.00                                    481.00                                  11397.40                                10975.20                                0.00                                    3516.30                                 1296.00                                 6199.40                                 7932.00                                 5284.00
Tailspin Toys (San Acacia, NM)                                                                       0.00                                    4818.00                                 3942.00                                 0.00                                    2807.75                                 2792.60                                 9363.85                                 5744.40                                 0.00                                    0.00                                    2323.00                                 6013.60
Tailspin Toys (Sans Souci, SC)                                                                       687.00                                  3807.20                                 0.00                                    2450.00                                 6057.00                                 34159.70                                13091.20                                174.00                                  3240.60                                 0.00                                    0.00                                    2893.20
Tailspin Toys (Sauquoit, NY)                                                                         13893.00                                0.00                                    7754.60                                 2152.00                                 4845.00                                 2067.85                                 7909.50                                 4253.00                                 0.00                                    7272.80                                 9207.10                                 8623.50
Tailspin Toys (Scofield, UT)                                                                         3035.20                                 3076.00                                 11449.00                                347.00                                  13706.80                                352.00                                  28751.10                                33911.00                                15445.95                                7244.00                                 2678.80                                 5226.30
Tailspin Toys (Seagraves, TX)                                                                        2997.80                                 20671.20                                6566.00                                 2875.00                                 1294.25                                 13238.35                                17303.80                                0.00                                    0.00                                    14311.80                                2721.00                                 3767.35
Tailspin Toys (Sekiu, WA)                                                                            3998.50                                 2990.00                                 8657.00                                 13962.50                                20165.60                                2522.20                                 12410.00                                2376.00                                 4596.00                                 20195.10                                2636.20                                 6625.60
Tailspin Toys (Sentinel Butte, ND)                                                                   227.50                                  3215.00                                 2778.75                                 9605.00                                 8778.20                                 1586.00                                 8651.00                                 17812.00                                8992.00                                 6529.20                                 8658.25                                 6110.20
Tailspin Toys (Severna Park, MD)                                                                     2773.50                                 5080.00                                 0.00                                    0.00                                    2479.00                                 3772.90                                 9200.60                                 3347.50                                 3809.00                                 391.00                                  5203.00                                 161.00
Tailspin Toys (Sinclair, WY)                                                                         4805.50                                 3016.00                                 19119.00                                17911.50                                9032.00                                 5604.00                                 6138.90                                 2934.50                                 6409.80                                 913.60                                  1600.00                                 13624.40
Tailspin Toys (Skyway, WA)                                                                           8572.40                                 0.00                                    10430.40                                5682.00                                 4793.40                                 3113.00                                 2596.80                                 5644.40                                 742.00                                  924.00                                  27926.50                                5186.00
Tailspin Toys (Slanesville, WV)                                                                      10715.75                                956.00                                  17380.80                                0.00                                    3693.00                                 705.00                                  16331.40                                6175.00                                 6792.85                                 2922.60                                 9361.30                                 8463.00
Tailspin Toys (South Euclid, OH)                                                                     7515.00                                 0.00                                    7198.80                                 4524.80                                 8411.00                                 0.00                                    3960.85                                 1966.00                                 3630.85                                 14149.00                                506.40                                  0.00
Tailspin Toys (South La Paloma, TX)                                                                  20282.00                                7961.00                                 347.00                                  14989.20                                39392.70                                8689.00                                 4479.60                                 959.25                                  8135.50                                 500.00                                  0.00                                    14862.40
Tailspin Toys (South Laguna, CA)                                                                     2436.00                                 3636.40                                 3176.40                                 12629.00                                1710.00                                 2573.50                                 41665.80                                4745.00                                 12141.00                                19631.00                                2854.00                                 18039.00
Tailspin Toys (Stallion Springs, CA)                                                                 2980.00                                 2232.00                                 960.00                                  1979.00                                 3707.50                                 6843.00                                 19392.35                                307.00                                  3039.00                                 3456.00                                 1728.00                                 12668.55
Tailspin Toys (Statenville, GA)                                                                      8643.10                                 5373.80                                 3333.50                                 14715.80                                3941.70                                 1782.00                                 1141.10                                 0.00                                    2603.00                                 7437.00                                 334.50                                  2547.00
Tailspin Toys (Stonefort, IL)                                                                        7457.00                                 1166.00                                 3446.00                                 0.00                                    4228.00                                 12490.80                                8553.00                                 2454.40                                 10002.00                                0.00                                    9029.60                                 8520.60
Tailspin Toys (Sun River, MT)                                                                        6860.50                                 4187.00                                 1254.60                                 1138.30                                 3204.00                                 325.00                                  1797.20                                 20046.50                                7465.80                                 5529.20                                 15625.80                                2056.00
Tailspin Toys (Sylvanite, MT)                                                                        9536.75                                 5868.00                                 5771.20                                 5077.60                                 4000.95                                 0.00                                    11225.00                                12793.25                                1414.80                                 5657.80                                 448.00                                  15128.90
Tailspin Toys (Tavares, FL)                                                                          11502.00                                6440.00                                 15748.75                                6068.00                                 3599.80                                 7112.40                                 25372.00                                1867.00                                 1439.00                                 2072.20                                 9848.60                                 8575.75
Tailspin Toys (Terre du Lac, MO)                                                                     5849.70                                 11401.00                                0.00                                    12700.00                                5117.55                                 2536.20                                 16442.50                                4430.00                                 1296.30                                 11270.50                                4885.50                                 7303.50
Tailspin Toys (Teutopolis, IL)                                                                       7573.40                                 8248.25                                 14469.45                                14675.30                                5660.00                                 22151.55                                20450.00                                9322.40                                 520.00                                  14866.00                                6678.00                                 9157.00
Tailspin Toys (Tierra Verde, FL)                                                                     17458.20                                2657.75                                 10549.00                                2599.40                                 5113.60                                 5273.00                                 0.00                                    16251.00                                8437.55                                 7103.20                                 5541.45                                 15390.20
Tailspin Toys (Tolna, ND)                                                                            6232.40                                 351.00                                  2474.00                                 20343.20                                4760.75                                 480.00                                  2608.00                                 8707.00                                 1077.00                                 11695.90                                1512.00                                 9744.40
Tailspin Toys (Tomnolen, MS)                                                                         1456.00                                 14451.00                                10332.45                                6198.00                                 14210.00                                4032.00                                 0.00                                    5101.40                                 2124.60                                 7078.00                                 14322.50                                5794.50
Tailspin Toys (Tooele, UT)                                                                           9238.00                                 17213.20                                10772.00                                0.00                                    16042.50                                306.00                                  5196.80                                 10000.00                                7451.20                                 1710.00                                 0.00                                    9770.20
Tailspin Toys (Topstone, CT)                                                                         5931.80                                 1896.60                                 1952.50                                 6857.00                                 3686.20                                 5073.00                                 9004.00                                 4250.80                                 1077.20                                 3130.00                                 1853.00                                 2865.00
Tailspin Toys (Trentwood, WA)                                                                        7100.20                                 6434.10                                 1282.80                                 0.00                                    5491.25                                 6666.00                                 5224.00                                 7020.00                                 4257.80                                 20022.90                                4437.00                                 6011.80
Tailspin Toys (Tresckow, PA)                                                                         792.00                                  22289.25                                4104.00                                 2768.60                                 962.00                                  6715.15                                 11796.20                                2183.00                                 806.40                                  2134.00                                 3896.00                                 2404.00
Tailspin Toys (Tumacacori, AZ)                                                                       6460.00                                 18882.95                                6032.00                                 0.00                                    12822.75                                16262.10                                11520.00                                201.00                                  4306.00                                 2641.25                                 10882.00                                497.60
Tailspin Toys (Tunnelhill, PA)                                                                       2028.00                                 5615.10                                 424.00                                  0.00                                    6399.00                                 10161.00                                930.00                                  23284.50                                4938.80                                 0.00                                    2195.40                                 3455.00
Tailspin Toys (Upper Preston, WA)                                                                    9732.20                                 15250.25                                3604.50                                 14151.00                                369.00                                  9904.30                                 4698.60                                 4378.50                                 2807.60                                 12918.00                                14662.00                                0.00
Tailspin Toys (Valdese, NC)                                                                          362.80                                  14251.00                                6181.60                                 5550.60                                 18173.00                                5402.50                                 6450.70                                 9136.00                                 1097.60                                 9641.90                                 0.00                                    17602.50
Tailspin Toys (Vassalboro, ME)                                                                       3740.00                                 733.50                                  2867.20                                 3469.50                                 8581.00                                 9261.00                                 12397.50                                10994.00                                4154.00                                 16609.40                                3952.00                                 4401.25
Tailspin Toys (Victory Gardens, NJ)                                                                  18821.20                                7359.00                                 0.00                                    12036.20                                5522.00                                 3020.40                                 1318.00                                 0.00                                    3082.00                                 0.00                                    9692.30                                 6639.75
Tailspin Toys (Vidrine, LA)                                                                          12170.80                                7638.40                                 19125.80                                6950.00                                 1229.00                                 7273.00                                 2781.00                                 9712.50                                 6917.00                                 0.00                                    1367.00                                 12553.65
Tailspin Toys (Wallagrass, ME)                                                                       0.00                                    5070.00                                 3862.00                                 898.00                                  6708.10                                 9776.30                                 4217.50                                 0.00                                    4358.60                                 5133.00                                 8731.00                                 15688.75
Tailspin Toys (Wappingers Falls, NY)                                                                 13798.20                                0.00                                    3101.00                                 10732.00                                14906.00                                1865.00                                 9498.75                                 2817.50                                 736.80                                  8606.00                                 14887.75                                3440.00
Tailspin Toys (Ward Ridge, FL)                                                                       0.00                                    3977.00                                 312.00                                  2277.10                                 2526.00                                 4708.50                                 9463.00                                 16590.00                                2786.40                                 6350.80                                 2026.00                                 280.00
Tailspin Toys (Wilkes-Barre, PA)                                                                     3645.75                                 10335.10                                613.75                                  4269.60                                 14278.00                                518.00                                  0.00                                    6536.25                                 3186.00                                 4879.20                                 180.50                                  819.40
Tailspin Toys (Wimbledon, ND)                                                                        4508.30                                 603.00                                  9939.00                                 14486.40                                3388.80                                 1930.00                                 2400.00                                 12111.70                                4535.20                                 42583.10                                4810.25                                 1200.00
Tailspin Toys (Windsor Locks, CT)                                                                    8808.00                                 0.00                                    24741.80                                16044.00                                5300.00                                 0.00                                    7370.40                                 20173.75                                2135.25                                 4091.00                                 0.00                                    883.20
Tailspin Toys (Yewed, OK)                                                                            5111.80                                 8784.00                                 0.00                                    5158.80                                 8023.40                                 1308.00                                 28640.70                                912.00                                  3352.00                                 6345.00                                 0.00                                    9456.20
Taj Syme                                                                                             15509.75                                5239.00                                 703.50                                  7784.60                                 2958.50                                 10274.80                                8864.00                                 0.00                                    17786.00                                3291.00                                 1088.00                                 7666.00
Taneli Riutta                                                                                        4901.40                                 16379.20                                0.00                                    4330.00                                 11892.00                                2791.00                                 12903.00                                17687.00                                23242.80                                10828.00                                19309.80                                8821.20
Tomo Vidovic                                                                                         0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00
Tuulikki Linna                                                                                       8088.00                                 16038.00                                0.00                                    2258.50                                 4881.50                                 2117.00                                 601.00                                  3582.40                                 15240.35                                1876.00                                 8373.60                                 14558.50
Urve Kasesalu                                                                                        6842.80                                 12863.60                                2348.40                                 12585.90                                3343.00                                 1639.00                                 4309.00                                 6617.10                                 0.00                                    291.00                                  1673.00                                 4010.00
Valentin Tirlea                                                                                      5928.50                                 3844.00                                 11022.00                                10593.30                                4810.60                                 9709.90                                 1644.00                                 5013.00                                 13011.00                                17062.00                                4029.00                                 24582.20
Valter Viiding                                                                                       3947.00                                 6430.60                                 5670.40                                 475.00                                  7381.20                                 6867.00                                 20286.40                                6904.35                                 10700.00                                1655.00                                 8715.25                                 2040.00
Vedrana Kovacevic                                                                                    2084.00                                 1678.00                                 10692.50                                1800.00                                 4524.75                                 0.00                                    2770.00                                 810.40                                  1047.00                                 3874.00                                 15233.40                                7021.60
Veronika Necesana                                                                                    0.00                                    0.00                                    0.00                                    0.00                                    1930.00                                 5131.20                                 14963.40                                4625.00                                 225.00                                  950.00                                  2490.00                                 3717.50
Victoria Lacusta                                                                                     4414.60                                 1221.00                                 3057.00                                 882.80                                  20945.00                                8151.00                                 10027.15                                6574.00                                 4014.20                                 5442.00                                 1085.00                                 844.20
Violetta KlanCisar                                                                                   11523.20                                0.00                                    0.00                                    0.00                                    6275.80                                 11458.00                                6728.40                                 4880.00                                 20046.60                                969.00                                  3780.00                                 5265.60
Vladimir Henzl                                                                                       1392.60                                 5028.80                                 0.00                                    5065.80                                 13160.80                                6298.45                                 228.00                                  661.00                                  2605.00                                 1516.50                                 1654.25                                 2917.00
Volkan senturk                                                                                       10361.60                                4538.80                                 0.00                                    7895.20                                 32411.00                                2666.00                                 1907.70                                 0.00                                    1637.80                                 2616.00                                 539.00                                  14446.10
Wingtip Toys (Accomac, VA)                                                                           2649.00                                 5947.00                                 6423.00                                 1732.00                                 21351.00                                17155.10                                13879.00                                480.00                                  11221.20                                18382.05                                3542.00                                 7106.00
Wingtip Toys (Akhiok, AK)                                                                            648.00                                  3685.00                                 24418.35                                8962.00                                 604.00                                  0.00                                    14672.70                                14040.20                                1363.60                                 10035.00                                7287.55                                 17330.60
Wingtip Toys (Alcester, SD)                                                                          13767.40                                32477.10                                4119.35                                 3149.40                                 0.00                                    10497.40                                7663.50                                 622.00                                  5930.40                                 16814.00                                3072.00                                 0.00
Wingtip Toys (Amado, AZ)                                                                             3349.00                                 14532.00                                10527.25                                0.00                                    0.00                                    8660.65                                 13227.20                                6249.00                                 2982.75                                 1777.00                                 4363.50                                 4341.50
