CustomerName                                                                                         Sales_2013M1                            Sales_2013M2                            Sales_2013M3                            Sales_2013M4                            Sales_2013M5                            Sales_2013M6                            Sales_2013M7                            Sales_2013M8                            Sales_2013M9                            Sales_2013M10                           Sales_2013M11                           Sales_2013M12
Tailspin Toys (Inguadona, MN)                                                                        18003.75                                2049.10                                 536.00                                  17815.00                                1710.00                                 4712.20                                 10939.75                                12376.00                                9460.00                                 0.00                                    4512.00                                 3634.00
Tailspin Toys (Jemison, AL)                                                                          5411.00                                 10863.50                                7126.20                                 23175.00                                10632.80                                1080.00                                 5406.00                                 858.00                                  4136.00                                 458.00                                  2412.00                                 14399.25
Tailspin Toys (Jessie, ND)                                                                           3456.65                                 377.00                                  3934.00                                 3092.20                                 4729.00                                 21758.40                                20919.75                                7587.10                                 8432.00                                 3943.20                                 10766.00                                1441.80
Tailspin Toys (Kalvesta, KS)                                                                         5102.25                                 0.00                                    22613.20                                839.00                                  141.00                                  21873.30                                6680.75                                 5944.00                                 29476.20                                2224.00                                 6690.00                                 9623.60
Tailspin Toys (Kerby, OR)                                                                            2686.00                                 532.00                                  5745.00                                 6980.00                                 12655.80                                14528.80                                2049.00                                 11869.00                                14032.45                                6928.00                                 6086.40                                 9210.20
Tailspin Toys (King Cove, AK)                                                                        2200.00                                 548.00                                  473.00                                  1276.80                                 18198.00                                2402.00                                 5970.75                                 6460.70                                 1512.00                                 7867.10                                 4123.80                                 8388.00
Tailspin Toys (Knifley, KY)                                                                          3838.00                                 1724.00                                 28483.40                                12640.90                                363.00                                  10783.30                                11598.10                                1505.00                                 432.00                                  10846.10                                4111.40                                 13673.30
Tailspin Toys (Koontzville, WA)                                                                      2524.30                                 9606.05                                 4264.00                                 24518.80                                10564.25                                13985.00                                2001.00                                 929.00                                  9589.50                                 0.00                                    0.00                                    1400.60
Tailspin Toys (Kwethluk, AK)                                                                         2605.00                                 2050.00                                 3947.20                                 5308.20                                 1349.20                                 2232.00                                 9014.00                                 10964.20                                9745.25                                 1836.00                                 4763.70                                 14908.20
Tailspin Toys (La Cueva, NM)                                                                         6036.85                                 5674.40                                 3797.20                                 4144.00                                 1474.60                                 14635.00                                11825.80                                3910.00                                 3417.50                                 0.00                                    0.00                                    12369.00
Tailspin Toys (Lake Erie Beach, NY)                                                                  8991.00                                 400.00                                  4994.00                                 15562.15                                6531.90                                 199.00                                  6178.00                                 1290.80                                 17557.00                                27021.00                                4546.00                                 8379.00
Tailspin Toys (Lake Hughes, CA)                                                                      7701.00                                 11638.00                                658.00                                  4598.35                                 1225.40                                 10933.85                                7535.90                                 1400.00                                 0.00                                    4388.50                                 1504.00                                 0.00
Tailspin Toys (Lake Stevens, WA)                                                                     2958.00                                 15576.90                                3646.90                                 13899.00                                10117.00                                11713.00                                9248.60                                 7145.50                                 0.00                                    0.00                                    5562.00                                 5687.40
Tailspin Toys (Lakemore, OH)                                                                         2725.20                                 11878.00                                4692.60                                 11853.20                                9314.50                                 4448.60                                 0.00                                    6387.00                                 20397.00                                888.00                                  9496.00                                 0.00
Tailspin Toys (Larose, LA)                                                                           2678.40                                 2267.00                                 2716.00                                 4301.80                                 2448.00                                 471.40                                  21931.50                                4174.00                                 1403.80                                 6689.00                                 5209.10                                 3946.75
Tailspin Toys (Lavon, TX)                                                                            0.00                                    3031.00                                 8334.00                                 0.00                                    14192.00                                4249.00                                 11778.40                                12922.40                                1057.50                                 12024.60                                6955.00                                 2367.20
Tailspin Toys (Lemeta, AK)                                                                           0.00                                    2165.00                                 3654.25                                 5533.90                                 4901.00                                 17640.50                                0.00                                    3740.30                                 4560.80                                 336.00                                  1398.75                                 1036.00
Tailspin Toys (Lesslie, SC)                                                                          583.20                                  3050.40                                 2674.00                                 28971.45                                3215.80                                 13007.00                                8819.00                                 0.00                                    4991.80                                 5225.40                                 17358.60                                14880.00
Tailspin Toys (Long Meadow, MD)                                                                      17077.60                                0.00                                    12337.70                                20647.80                                625.00                                  2976.25                                 4158.00                                 2494.00                                 0.00                                    2583.00                                 12707.75                                2320.00
Tailspin Toys (Lytle Creek, CA)                                                                      3723.00                                 0.00                                    1090.75                                 2412.00                                 17924.30                                2149.70                                 0.00                                    7752.00                                 5745.15                                 5418.00                                 5509.40                                 2070.00
Tailspin Toys (Madaket, MA)                                                                          4981.80                                 0.00                                    7301.90                                 7229.75                                 7290.65                                 77.00                                   232.00                                  0.00                                    1093.00                                 1134.40                                 1465.00                                 3477.80
Tailspin Toys (Madrone, NM)                                                                          6857.10                                 4070.00                                 0.00                                    11438.40                                795.00                                  10377.05                                5787.50                                 3862.00                                 14672.00                                4474.50                                 4999.00                                 521.00
Tailspin Toys (Magalia, CA)                                                                          2807.20                                 0.00                                    14001.60                                734.00                                  156.00                                  0.00                                    10001.00                                10612.40                                13953.10                                2895.00                                 0.00                                    8105.40
Tailspin Toys (Malott, WA)                                                                           18377.00                                10721.60                                2310.60                                 0.00                                    31426.60                                21586.75                                2785.40                                 24602.20                                6029.00                                 1841.50                                 4059.40                                 4818.00
Tailspin Toys (Manahawkin, NJ)                                                                       4848.50                                 22961.00                                1569.60                                 14330.40                                8546.00                                 888.00                                  15472.60                                1100.60                                 0.00                                    4903.00                                 0.00                                    4161.20
Tailspin Toys (Manchester Center, VT)                                                                0.00                                    12418.50                                9924.25                                 553.00                                  4491.20                                 0.00                                    22207.55                                19616.40                                2997.20                                 10215.80                                11631.50                                11017.45
Tailspin Toys (Maple Shade, NJ)                                                                      7930.90                                 12011.10                                11067.60                                6206.20                                 6511.10                                 7643.00                                 13425.20                                9463.80                                 4944.05                                 417.00                                  0.00                                    0.00
Tailspin Toys (Mappsburg, VA)                                                                        16433.70                                3085.80                                 9135.60                                 2433.00                                 20293.00                                11137.60                                0.00                                    20521.10                                2706.00                                 11503.80                                7722.50                                 1357.00
Tailspin Toys (Marcell, MN)                                                                          11434.00                                2471.00                                 2122.50                                 7094.20                                 455.00                                  12695.00                                8726.20                                 0.00                                    10754.60                                1920.00                                 4587.00                                 18682.00
Tailspin Toys (Maypearl, TX)                                                                         10698.00                                3100.00                                 5696.20                                 24308.50                                18494.00                                3518.50                                 2981.75                                 4566.85                                 7844.00                                 19964.00                                9674.00                                 0.00
Tailspin Toys (McCamey, TX)                                                                          13739.00                                2593.00                                 6269.20                                 9269.90                                 3729.00                                 4347.80                                 13882.00                                4131.00                                 1296.00                                 2250.00                                 0.00                                    593.00
Tailspin Toys (McClave, CO)                                                                          9090.40                                 10219.00                                5162.00                                 4115.00                                 0.00                                    5002.60                                 29234.30                                5348.00                                 790.00                                  5941.55                                 4791.00                                 6700.00
Tailspin Toys (Medicine Lodge, KS)                                                                   2608.00                                 4352.00                                 790.00                                  7736.00                                 21630.10                                1420.80                                 8898.40                                 5092.00                                 21917.00                                3210.00                                 4235.40                                 8782.95
Tailspin Toys (Mineral Hills, MI)                                                                    6304.00                                 0.00                                    4084.40                                 3512.00                                 2188.50                                 2333.00                                 10048.00                                1000.00                                 0.00                                    6440.70                                 6376.20                                 15095.90
Tailspin Toys (Minidoka, ID)                                                                         5709.80                                 8066.00                                 10906.00                                12220.30                                5078.00                                 3413.60                                 5186.00                                 6018.40                                 3172.80                                 9449.25                                 2264.00                                 6173.00
Tailspin Toys (Mount Montgomery, NV)                                                                 3812.20                                 4323.00                                 3459.00                                 466.00                                  12739.05                                2401.00                                 11333.00                                2569.00                                 0.00                                    16560.00                                5897.00                                 5011.25
Tailspin Toys (Muir, MI)                                                                             24826.00                                6341.40                                 5889.50                                 7280.00                                 0.00                                    1746.10                                 7649.00                                 1663.80                                 12524.60                                1474.00                                 2122.80                                 1561.75
Tailspin Toys (Nanafalia, AL)                                                                        2482.00                                 7396.50                                 17249.00                                5017.00                                 7213.00                                 906.00                                  20409.60                                6121.20                                 15118.00                                219.00                                  181.00                                  0.00
Tailspin Toys (Naples Park, FL)                                                                      5611.20                                 0.00                                    10584.10                                1680.00                                 7650.50                                 2637.00                                 7684.20                                 3819.00                                 2504.00                                 2626.00                                 2697.00                                 5136.45
Tailspin Toys (Navassa, NC)                                                                          1914.00                                 1304.00                                 0.00                                    18828.25                                10294.20                                13984.00                                18574.75                                11782.00                                2796.80                                 9613.00                                 3090.80                                 816.50
Tailspin Toys (Netcong, NJ)                                                                          0.00                                    500.00                                  7880.15                                 1812.40                                 6985.90                                 1967.00                                 0.00                                    3812.00                                 1317.20                                 2355.40                                 4482.60                                 3420.00
Tailspin Toys (New Baden, IL)                                                                        3176.00                                 1510.00                                 25721.20                                6805.60                                 6667.00                                 2963.50                                 0.00                                    4649.20                                 4007.90                                 4487.00                                 3531.00                                 2730.75
Tailspin Toys (New Lexington, OH)                                                                    9161.00                                 6857.60                                 7545.20                                 1080.00                                 3011.10                                 4990.00                                 955.60                                  821.00                                  2587.30                                 0.00                                    27124.40                                2160.00
Tailspin Toys (North Cowden, TX)                                                                     0.00                                    2500.00                                 3248.50                                 10349.50                                8286.40                                 0.00                                    24758.50                                991.60                                  6742.00                                 14145.30                                1687.00                                 5200.80
Tailspin Toys (North Crows Nest, IN)                                                                 9749.60                                 5203.05                                 1493.80                                 7714.00                                 9639.30                                 15119.45                                14953.20                                5917.00                                 3383.00                                 6672.60                                 5113.90                                 3120.00
Tailspin Toys (North Ridge, NY)                                                                      6384.00                                 26737.30                                3388.00                                 817.00                                  3449.00                                 6643.00                                 2486.80                                 1464.00                                 3853.00                                 3969.80                                 0.00                                    12986.00
Tailspin Toys (Olivette, MO)                                                                         779.80                                  13373.75                                414.00                                  5299.20                                 4676.00                                 4878.00                                 2765.00                                 4703.00                                 5262.00                                 5237.10                                 2983.80                                 550.00
Tailspin Toys (Optimo, NM)                                                                           3079.00                                 511.25                                  0.00                                    8296.00                                 8810.00                                 3364.40                                 2337.20                                 14462.80                                337.00                                  4410.80                                 19035.00                                9474.25
Tailspin Toys (Orchard Hill, GA)                                                                     5869.90                                 4858.00                                 1839.50                                 6068.75                                 3355.60                                 4210.00                                 6737.20                                 7820.00                                 0.00                                    2730.60                                 7012.60                                 10410.80
Tailspin Toys (Oriole Beach, FL)                                                                     7861.00                                 584.00                                  1931.00                                 11277.40                                2251.00                                 14640.45                                3841.00                                 6395.40                                 20625.00                                0.00                                    1892.50                                 12790.00
Tailspin Toys (Orrtanna, PA)                                                                         0.00                                    349.00                                  4778.00                                 4730.60                                 4395.00                                 6095.40                                 0.00                                    29172.60                                16296.35                                5986.20                                 6158.75                                 1348.00
Tailspin Toys (Ortley Beach, NJ)                                                                     4970.40                                 8619.10                                 8189.00                                 3408.00                                 18819.00                                3142.00                                 1296.00                                 2161.00                                 8055.00                                 5244.15                                 5667.00                                 11811.60
Tailspin Toys (Page City, KS)                                                                        8894.65                                 3607.25                                 8770.75                                 15025.00                                3671.65                                 1092.65                                 7368.60                                 3492.00                                 0.00                                    3024.00                                 12843.35                                8078.40
Tailspin Toys (Panaca, NV)                                                                           14125.00                                1145.00                                 0.00                                    2094.00                                 6398.55                                 2288.00                                 4114.00                                 6132.00                                 4523.00                                 3275.40                                 1991.25                                 1621.00
Tailspin Toys (Peeples Valley, AZ)                                                                   14730.00                                27745.80                                1852.00                                 1295.50                                 5139.50                                 6805.00                                 7621.00                                 2312.65                                 7087.45                                 4946.80                                 2879.00                                 17130.95
Tailspin Toys (Placer, OR)                                                                           4900.00                                 16818.00                                9082.10                                 3985.80                                 4453.20                                 8150.60                                 11558.40                                6726.20                                 6772.60                                 9642.00                                 0.00                                    2995.00
Tailspin Toys (Point Roberts, WA)                                                                    10453.00                                13863.40                                0.00                                    0.00                                    4010.20                                 4946.40                                 4843.50                                 0.00                                    630.50                                  1045.50                                 22149.10                                7516.40
Tailspin Toys (Premont, TX)                                                                          8256.00                                 16378.60                                896.80                                  2791.60                                 4241.80                                 3018.00                                 356.80                                  3462.65                                 4232.80                                 341.00                                  1353.50                                 2269.25
Tailspin Toys (Rafael Capó, PR)                                                                      22300.00                                0.00                                    6963.20                                 716.00                                  8398.00                                 4756.80                                 9585.10                                 24528.00                                4334.50                                 3630.35                                 9196.40                                 0.00
Tailspin Toys (Railroad, PA)                                                                         13339.50                                4047.90                                 18268.30                                2909.00                                 3242.00                                 14374.90                                0.00                                    1728.00                                 7445.25                                 0.00                                    8168.40                                 3462.60
Tailspin Toys (Rockwall, TX)                                                                         15340.75                                3086.00                                 4012.20                                 2577.00                                 2268.20                                 18879.00                                5688.00                                 5781.40                                 5411.00                                 10330.75                                746.00                                  888.00
Tailspin Toys (Roe Park, NY)                                                                         0.00                                    2177.00                                 3117.55                                 4209.00                                 11822.20                                372.00                                  5418.35                                 3595.00                                 5594.00                                 6415.00                                 5688.20                                 6604.60
Tailspin Toys (Rothsville, PA)                                                                       1296.00                                 11558.50                                1159.20                                 5388.60                                 12389.80                                1999.00                                 5061.80                                 3494.75                                 2553.80                                 0.00                                    290.40                                  12516.60
Tailspin Toys (Royal City, WA)                                                                       12211.40                                2168.00                                 6906.00                                 5775.00                                 14083.95                                7594.00                                 4023.50                                 499.20                                  1631.00                                 7565.40                                 0.00                                    528.00
Tailspin Toys (Saint Louis Park, MN)                                                                 2984.40                                 1359.60                                 1944.00                                 21568.00                                1606.80                                 1826.00                                 5138.00                                 7897.00                                 1792.80                                 5465.40                                 1226.00                                 956.50
Tailspin Toys (Saks, AL)                                                                             396.75                                  13196.00                                5075.00                                 1816.30                                 4952.60                                 0.00                                    6454.25                                 8392.00                                 11802.80                                0.00                                    20606.25                                3678.50
Tailspin Toys (Sallyards, KS)                                                                        2238.00                                 1998.00                                 1898.00                                 10288.00                                2670.00                                 26395.95                                6042.30                                 1415.00                                 5526.75                                 0.00                                    0.00                                    5796.00
Tailspin Toys (San Acacia, NM)                                                                       5209.00                                 2928.00                                 8289.00                                 18674.00                                7565.00                                 7145.75                                 4128.00                                 0.00                                    3598.00                                 11603.20                                5085.00                                 12891.30
Tailspin Toys (Sans Souci, SC)                                                                       12123.60                                6460.70                                 0.00                                    2658.00                                 29459.00                                2879.45                                 0.00                                    0.00                                    18372.80                                3151.00                                 6282.00                                 2937.90
Tailspin Toys (Sauquoit, NY)                                                                         5506.60                                 14520.20                                8469.80                                 3768.00                                 10387.20                                5879.00                                 16281.00                                2744.00                                 5248.25                                 14468.20                                0.00                                    7363.60
Tailspin Toys (Scofield, UT)                                                                         5882.50                                 2896.40                                 8926.00                                 2743.00                                 2111.40                                 3539.40                                 601.00                                  2200.30                                 7092.00                                 114.00                                  13474.00                                1944.00
Tailspin Toys (Seagraves, TX)                                                                        4272.00                                 0.00                                    9013.20                                 6892.00                                 7491.00                                 5100.00                                 3930.90                                 2060.00                                 2032.00                                 10786.50                                5337.00                                 5345.00
Tailspin Toys (Sekiu, WA)                                                                            8979.70                                 2362.40                                 4399.40                                 21063.80                                3602.00                                 3241.20                                 5432.00                                 17124.80                                0.00                                    9757.75                                 4327.45                                 7160.00
Tailspin Toys (Sentinel Butte, ND)                                                                   11772.00                                5290.50                                 8105.00                                 10679.00                                2619.00                                 11446.60                                4072.80                                 17486.50                                12497.60                                4238.00                                 5266.00                                 5061.50
Tailspin Toys (Severna Park, MD)                                                                     4014.00                                 9048.00                                 11373.00                                8001.80                                 24485.30                                3392.80                                 11971.80                                11760.00                                428.00                                  22196.30                                1278.20                                 2996.40
Tailspin Toys (Sinclair, WY)                                                                         5732.20                                 2187.40                                 0.00                                    5500.80                                 5964.00                                 0.00                                    9457.20                                 3947.00                                 7216.00                                 6768.00                                 8143.10                                 549.00
Tailspin Toys (Skyway, WA)                                                                           4481.00                                 2767.00                                 7629.00                                 2792.00                                 1369.00                                 10232.00                                1015.00                                 1645.00                                 5557.50                                 675.60                                  18941.10                                6437.35
Tailspin Toys (Slanesville, WV)                                                                      2060.00                                 169.00                                  13143.50                                4438.00                                 6372.80                                 13236.20                                4331.30                                 11143.55                                2198.10                                 3833.00                                 17698.65                                8461.80
Tailspin Toys (South Euclid, OH)                                                                     7268.00                                 12532.20                                0.00                                    1973.50                                 7207.30                                 3277.00                                 6276.30                                 1374.40                                 2065.80                                 2570.00                                 5911.00                                 1383.00
Tailspin Toys (South La Paloma, TX)                                                                  804.00                                  5253.50                                 1419.60                                 0.00                                    22483.40                                4669.00                                 2068.80                                 15624.80                                5738.15                                 14739.00                                957.40                                  5580.00
Tailspin Toys (South Laguna, CA)                                                                     3019.30                                 2107.00                                 6316.00                                 0.00                                    6493.00                                 1093.30                                 1902.00                                 1562.00                                 16384.50                                1234.40                                 3740.60                                 11078.50
Tailspin Toys (Stallion Springs, CA)                                                                 9378.00                                 7992.00                                 2734.25                                 3201.00                                 12979.05                                10868.80                                2265.10                                 1896.00                                 8579.00                                 2368.00                                 4540.00                                 16415.00
